tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent_label,escalation_label,notes,sample_bucket
191194,160916,True,Wed Oct 04 09:50:51 +0000 2017,"@AzureSupport hello, the problem is intermittent, so we know it's enabled",,191193.0,other,auto_handle,General technical assistance request,random
555146,249609,True,Sat Dec 02 20:36:15 +0000 2017,"@25304 @25305 @AzureSupport Isn't the whole purpose of moving to cloud is to have unlimited scalability? We've created clusters for DEV and Staging. When we are ready to move to the cloud for production, we can't create any more clusters.  This is ridiculous...",555145,555147.0,other,auto_handle,General technical assistance request,random
1109233,381778,True,Wed Oct 25 03:08:01 +0000 2017,@AzureSupport Yes.,1109231,1109240.0,other,auto_handle,Short conversational acknowledgment,short
2389612,688421,True,Tue Nov 14 08:22:48 +0000 2017,@azuresupport #azTechHelp,2389611,,other,auto_handle,Generic hashtag or handle mention with no issue details,random
256382,176987,True,Thu Oct 05 19:04:31 +0000 2017,"@azuresupport #azTechHelp
How can I change timezone im my azure sql server",256380,,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
2328719,674322,True,Mon Nov 13 03:36:14 +0000 2017,@azuresupport #azTechHelp,2328718,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
60092,129738,True,Wed Nov 01 22:02:17 +0000 2017,@AzureSupport Thank you!,60093,60091.0,other,auto_handle,Polite closing or courtesy message,short
2408386,459806,True,Tue Nov 14 15:27:48 +0000 2017,@AzureSupport Also notice duration shows 0 ms.,2408385,2408387.0,other,auto_handle,General technical assistance request,complex
2387874,387188,True,Tue Nov 14 07:31:02 +0000 2017,"@AzureSupport  Hi Team, Need help w.r.t ASR Capture option  &gt;&gt; While, there exists an article about "" Capture Image "" through Classic feature :  https://t.co/0op1B3q2rP 
 Does it apply the same for ASR ? If yes - Do you have documentation in place ?",2387873,,other,auto_handle,Customer follow-up or link submission,random
118308,142261,True,Wed Nov 22 07:01:57 +0000 2017,@AzureSupport Sure! DM me,"118307,118309",118310.0,other,auto_handle,Short conversational acknowledgment,short
377458,205567,True,Mon Oct 09 03:54:19 +0000 2017,@118056 @AzureSupport It is not working right from the beginning.,"377914,377915",377457.0,other,auto_handle,General technical assistance request,random
1266214,416492,True,Thu Oct 26 12:36:53 +0000 2017,"@AzureSupport This about the surface hub itself, I am getting the error on the OMS dashboard after adding the ""Surface Hub Solution"" in OMS",1266212,1266220.0,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",random
1592932,489585,True,Tue Oct 17 08:42:13 +0000 2017,"@AzureSupport Yep- I folllow steps 1-2 . At step 3, after ""Click this icon to see a list of all your function apps"" , I see the error","1592931,1592933",1592934.0,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",random
2401481,382426,True,Fri Oct 20 13:22:19 +0000 2017,@AzureSupport documentation?,2401482,2401479.0,other,auto_handle,General technical assistance request,short
2107982,621998,True,Wed Nov 08 08:56:48 +0000 2017,"@AzureSupport I have 2 VNETs with 2 VPN GWs. I want to setup connection between them. I followed wizard in portal, connection is created, but it was showing status Connecting for like ~30 minutes. Now it succeseeded",2107981,2107983.0,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
2449645,702084,True,Sun Oct 29 15:49:16 +0000 2017,"@AzureSupport "":null,""timeStampUtc"":""2017-10-29T15:42:33.8717547Z"",""clientRequestId"":""9bb839ae-1374-4b2a-826a-219261152075"",""internalTransactionId"":""66d09",2449644,2449646.0,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",random
609168,264809,True,Wed Nov 22 12:11:52 +0000 2017,@azuresupport #azhelp:,609167,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
1115682,383258,True,Tue Oct 24 06:30:31 +0000 2017,@AzureSupport Done. https://t.co/Bh7ucBpMXe Thanks!,1115683,1115681.0,other,auto_handle,Customer follow-up or link submission,random
696620,286214,True,Thu Nov 09 01:38:25 +0000 2017,@AzureSupport Sent another DM,696619,696621.0,other,auto_handle,Customer follow-up or link submission,short
2430611,184521,True,Tue Nov 14 20:10:08 +0000 2017,"@AzureSupport Worst thing ever, when new project comes up, you see a perfect VM (Ev3), and then realize you're in South Central. So either move everything or settle for less.",2430610,,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",negative
612371,265637,True,Wed Nov 22 13:44:29 +0000 2017,"@AzureSupport I am new user in Azure, where to get sub ID?",612376,612369.0,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",random
2963152,147517,True,Wed Nov 29 21:04:17 +0000 2017,@AzureSupport Cleared the browser cache. Tried multiple browsers. Had to do a reset of the machine unfortunately because of some other issue but it still takes a lot of time :(,2963151,2963153.0,portal_tools,escalate,"Portal UI freeze, failed migration, or tool execution bug",complex
248566,175056,True,Thu Oct 05 16:22:45 +0000 2017,"@AzureSupport no, the databases are all active and work but nothing is showing up in the portal for them. when i click on a database it shows the server",248564,248575.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
2054267,147518,True,Fri Oct 06 08:05:42 +0000 2017,"Morning @AzureSupport - trying to create a tenant on the demos portal and getting ""Tenant creation is currently unavailable"". Help pls?",2054266,,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
55859,128665,True,Tue Oct 31 18:11:56 +0000 2017,"@AzureSupport Yes, multiple browsers, Edge, Chrome, even InPrivate session. Starts probably in morning. Different customers.",55858,55860.0,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",complex
66527,131215,True,Tue Nov 28 14:07:59 +0000 2017,@azuresupport #azTechHelp - I'm not able to spin new VM's into azure infrastructure. Please advice,"66526,66528",,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
286695,161669,True,Fri Oct 06 14:43:24 +0000 2017,@AzureSupport We tried to send email with office 365 and also with other email. Email is not working.,286697,286694.0,other,auto_handle,Customer follow-up or link submission,complex
699241,286791,True,Thu Nov 23 15:32:41 +0000 2017,@AzureSupport Thanks for asking guys!,,699240.0,other,auto_handle,Polite closing or courtesy message,random
2899366,803235,True,Tue Nov 28 17:04:09 +0000 2017,@azuresupport #azTechHelp,2899365,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
2551823,513151,True,Mon Oct 30 15:24:15 +0000 2017,@azuresupport #azhelp:,2551822,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
1800016,540831,True,Wed Oct 18 00:44:17 +0000 2017,@AzureSupport I have a line of code that works on my local machine but when I deploy it Azure says that there isn't an instance of the code,1800015,1800017.0,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
2719204,264263,True,Mon Nov 20 08:11:01 +0000 2017,"@AzureSupport @118056 a. How frequently this can happen...?

b. What caused it, was it specific to us.. is there a formal communication that businesses got impacted?

c. How can we get notified for such failures?",2719202,,other,escalate,"Customer frustration, escalation request, or general incident impact",random
2328769,674328,True,Sun Nov 12 20:49:00 +0000 2017,"@azuresupport #azTechHelp I've got a failed classic -&gt; rm migration.  Don't want anything related, what do you need to delete them for me?","2328768,2328770,2328771",,other,auto_handle,General technical assistance request,random
1475200,462457,True,Thu Nov 02 21:37:26 +0000 2017,@azuresupport #azhelp:,"1475201,1475199,1475202",,other,auto_handle,Generic hashtag or handle mention with no issue details,random
1444302,455144,True,Mon Oct 16 19:44:40 +0000 2017,@AzureSupport Yes one moment,1444303,1444301.0,other,auto_handle,Short conversational acknowledgment,short
2615016,442701,True,Fri Nov 17 16:04:00 +0000 2017,@AzureSupport Was unable to remotely connect via the desired port,2615017,1386842.0,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
194085,161628,True,Wed Oct 04 22:22:01 +0000 2017,@AzureSupport I need to connect 5 sites on-premises with 2 virtual machines in Azure.,194084,194086.0,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
967047,349522,True,Thu Oct 12 01:26:24 +0000 2017,@azuresupport #azTechHelpThe connection string  in the application's configuration file does not contain the required providerName attribute,"967046,967048",,other,auto_handle,General technical assistance request,random
2551821,513151,True,Mon Oct 30 15:25:58 +0000 2017,@azuresupport #azhelp: who is the right contact for SLA VM refunds? I have a ticket that has not been resolved going on for over 72 hours.,2551820,,billing_subscription,escalate,"Billing dispute, unexpected charge, or credit card deletion issue",random
547022,247227,True,Sat Dec 02 16:44:37 +0000 2017,@AzureSupport Hi. Trying to add a new Recovery Services Agent. When downloading vault key getting download error: 409 conflict as notification in Portal. Thoughts?,547021,,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
266769,179566,True,Thu Oct 05 23:29:29 +0000 2017,@azuresupport #azhelp:,266768,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
1606658,493540,True,Sun Nov 05 02:07:25 +0000 2017,@azuresupport #azhelp: wondering why a Twitter Logic App connector set to 30 minute interval is firing 1000s of times an hour...running up $,1606657,,billing_subscription,escalate,Billing/cost spike concern requiring verification,random
1446189,455585,True,Thu Nov 02 15:44:14 +0000 2017,@azuresupport #azTechHelp can't delete azure data factory,"1446188,1446190",,database_storage,escalate,"Storage/database connection failure, deletion bug, or resource access issue",random
1992422,589653,True,Fri Nov 03 09:00:26 +0000 2017,"@AzureSupport Any known issues with WebApps Custom Domains pane? Not worked last 2 days on my sites (all in same sub), stuck on loading dots",1992421,,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
390721,208509,True,Mon Oct 09 15:34:36 +0000 2017,@AzureSupport I always run it in a private browsing window (due to the special German AD). Additionally tried with another browser - does not work.,390720,390722.0,other,auto_handle,General technical assistance request,complex
2187984,629957,True,Thu Nov 09 21:37:45 +0000 2017,@AzureSupport  https://t.co/nyq1Gb37XN,,2187982.0,other,auto_handle,Customer follow-up or link submission,random
381645,206502,True,Thu Nov 16 20:51:08 +0000 2017,@AzureSupport Please provide an FTE alias as this is a very poor experience,"381644,381646",381647.0,other,auto_handle,General technical assistance request,random
2658976,264265,True,Sat Nov 18 21:02:59 +0000 2017,@AzureSupport thankyou,,2658975.0,other,auto_handle,Polite closing or courtesy message,short
1499387,468121,True,Mon Nov 06 18:42:23 +0000 2017,@AzureSupport Still no resolve... ???,1687010,1499386.0,other,auto_handle,General technical assistance request,random
2578149,23873,True,Thu Nov 16 21:29:56 +0000 2017,"Error in Azure - can create and attach disks but the OS can't see them.

Two different people in a forum replied 'you may have a bug'

This is not confidence-inspiring stuff.",2578147,,database_storage,escalate,"Storage/database connection failure, deletion bug, or resource access issue",random
2263481,219361,True,Sat Nov 11 04:06:12 +0000 2017,"@azuresupport #azTechHelp Active Directory B2C login suddenly is not working win 10 pc, my android phone works (Edge and Chrome on pc Fail)",2263480,,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
1089663,347803,True,Fri Oct 13 19:04:54 +0000 2017,Another terrible day with @AzureSupport,1089661,,other,escalate,"Customer frustration, escalation request, or general incident impact",negative
2113255,623131,True,Wed Nov 08 16:47:11 +0000 2017,@AzureSupport @623130 It doesn't show any issues at https://t.co/tV1nuSE44Q but I guess it's good to know someone else is having a similar issue. I'm also in South Central US with the same error,,2113254.0,other,escalate,Regional infrastructure or outage issue,complex
2510419,715597,True,Thu Nov 16 14:59:59 +0000 2017,"@AzureSupport Oh, I see, I got an issue with my azure account, I'm the owner of 3 DB's but when I click each one to see the details it says ""The resource may be erased"" but it si no erased 'cause I can access to DB's via MSSQL  client",2510421,2510418.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
1699553,515399,True,Mon Nov 06 20:57:17 +0000 2017,@AzureSupport  https://t.co/Dt76rojeZ4,,1699551.0,other,auto_handle,Customer follow-up or link submission,random
1438113,453771,True,Thu Nov 02 10:45:58 +0000 2017,"@AzureSupport No I’m not seeing any errors (only if I try to delete it again). Yes, the endpoints have been deleted only the profile is left","1438115,1438116",1438112.0,other,auto_handle,General technical assistance request,random
1263669,415936,True,Thu Oct 26 11:21:44 +0000 2017,@AzureSupport @415935 is finding that self reset isn't working for his Azure tenant. Global admin is locked out.,1263667,1263659.0,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
1024515,362438,True,Mon Oct 23 18:45:19 +0000 2017,@AzureSupport ...Doesn't give us a clear limit to work within,,1024513.0,other,auto_handle,General technical assistance request,random
2223073,649203,True,Fri Nov 10 12:30:36 +0000 2017,@AzureSupport can you point me to docs on how to organise/manage resources across several user accounts - we're on BizSpark so have credits spread over 5 a/c but need advice on how to arrange webapps/db etc,2223072,,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",random
2150707,632078,True,Thu Nov 09 20:18:39 +0000 2017,"@AzureSupport Great, thanks",,2150706.0,other,auto_handle,Polite closing or courtesy message,random
1699578,515409,True,Mon Nov 06 20:42:01 +0000 2017,@118056 we have an app service/site that's down. Looks like there are others having issues. Is there an #outage that might be related?,1699577,,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
1471593,461589,True,Fri Nov 03 00:50:32 +0000 2017,@AzureSupport Looking to talk to a Product Manager about current architecture constraints and roadmap items wrt Azure Site Recovery and VMware vSphere.,1471592,1471594.0,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",random
1499408,468126,True,Fri Nov 03 14:27:53 +0000 2017,@azuresupport #azTechHelp,1499407,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
426278,161640,True,Tue Oct 10 13:02:14 +0000 2017,"@AzureSupport I can only apologise. Our app service failed to establish a SQL connection but it turned out to be ""rogue code"". Sorry. Our fault",426280,426277.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
2658934,749524,True,Sun Nov 19 21:58:25 +0000 2017,"@AzureSupport Nope, it just sits there for a minute or two then gives a timeout message. On the portal I see it in progress, then it disappears.","2658936,2658937",2658933.0,portal_tools,auto_handle,"Portal navigation, CLI/PowerShell, or deployment guidance",random
728946,294602,True,Wed Oct 11 08:49:52 +0000 2017,@AzureSupport They also asked me to record a message. What kind of support is this?,728948,728945.0,other,escalate,"Customer frustration, escalation request, or general incident impact",complex
439593,219363,True,Mon Nov 20 07:47:10 +0000 2017,"@AzureSupport Thank you very much. When I migrate a classic VM to a ressource manager VM, will the C: disc also enlarged to 100GB, when it is a D11 VM?",2717908,439592.0,compute_containers,auto_handle,"Compute/container query, webjob/logic app config, or feature question",complex
19389,120306,True,Wed Nov 01 06:10:14 +0000 2017,"@azuresupport #azTechHelp I have an app on azure web apps and mapped a custom domain using cname, but ended up having 500 or 502 errors.",19388,,compute_containers,escalate,"Compute provisioning failure, hung VM, or service error",random
2396992,621998,True,Tue Nov 14 12:37:55 +0000 2017,"@AzureSupport Yes, it is related; but now it is about another subscription. And there is no replies at all at this time",2396990,2396993.0,other,auto_handle,General technical assistance request,random
1225045,407405,True,Wed Oct 25 15:45:43 +0000 2017,@AzureSupport I have an immediate billing question I am looking to get resolved. I have also submitted a ticket! Can you please help?!,1225044,,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",complex
849394,321821,True,Sat Nov 25 10:44:28 +0000 2017,@AzureSupport Ok,849395,849393.0,other,auto_handle,Polite closing or courtesy message,short
2540153,722343,True,Thu Nov 16 10:02:54 +0000 2017,@azuresupport #azhelp:,2540152,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
2328613,139811,True,Thu Nov 16 02:29:50 +0000 2017,"@AzureSupport Yes, correct","2328614,2328615",2328612.0,other,auto_handle,Short conversational acknowledgment,random
194247,161667,True,Wed Oct 04 16:31:37 +0000 2017,@azuresupport #azhelp:,194246,,other,auto_handle,Generic hashtag or handle mention with no issue details,short
636460,270957,True,Wed Nov 22 19:53:33 +0000 2017,@AzureSupport I am not.,636462,636459.0,other,auto_handle,General technical assistance request,short
2880690,789541,True,Tue Nov 28 06:15:49 +0000 2017,"@118056 hey I went for free trial and now you deducted 6264.22 from my debit card. This is unfair, I want my money back. I have the email from you support that my intention was to use only free trial. Credit my money back unsubscribe me from any Azure related services.","2880689,2880691",,billing_subscription,auto_handle,"General pricing, quota/PAYG inquiry or subscription info",random
2379529,686180,True,Tue Nov 14 04:07:18 +0000 2017,@azuresupport #azhelp:,2379528,,other,auto_handle,Generic hashtag or handle mention with no issue details,random
2844258,282591,True,Mon Nov 27 17:15:37 +0000 2017,@AzureSupport Thank you.,,2844257.0,other,auto_handle,Polite closing or courtesy message,random
677896,281725,True,Thu Oct 05 16:20:18 +0000 2017,@AzureSupport I have an issue “Creating a local PFX copy of App Service Certificate” using Azure Cloud Powershell. I sent a DM to @118056,677895,,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
521566,240420,True,Sat Dec 02 03:47:46 +0000 2017,"@118056 Ah, when I try to instantiate a PostgreSQL database in Azure Portal, I see v9.6 and v9.5 are supported. Could we also v10.1, and the rest of the v9.x series?",523346,521565.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",complex
1868208,558067,True,Wed Oct 18 08:38:43 +0000 2017,"@azuresupport #azhelp:  Hi, I'm getting an error when I create/edit an Alert, I can't find any info about it. Could u help? https://t.co/sRP5dSbiPR",1868207,,other,auto_handle,Customer follow-up or link submission,random
1675205,509670,True,Mon Nov 06 14:02:14 +0000 2017,@AzureSupport  https://t.co/n6DxhwBpZ6,1675203,1675206.0,other,auto_handle,Customer follow-up or link submission,random
1688370,512674,True,Mon Nov 06 19:47:28 +0000 2017,@AzureSupport @118056 Seems like you are having huge issues. Any ETA????,1688369,,other,escalate,"Customer frustration, escalation request, or general incident impact",random
428947,216812,True,Wed Oct 11 17:04:40 +0000 2017,"@AzureSupport @azuresupport #azcommunity
followed https://t.co/58z9NXeyRV  but that didn't solve the problem with outgoing IP blacklisted sending emails","428949,428950",428946.0,identity_security_network,escalate,"Authentication/login failure, security scam concern, or IP block",random
1837433,550855,True,Wed Oct 18 05:49:02 +0000 2017,@azuresupport #azTechHelp I have created a reverse dns properly but still not working. there must be seperate support for network,1837432,,identity_security_network,auto_handle,"Identity/network configuration, certificate, or enrollment question",random
2408362,692534,True,Tue Nov 14 17:06:54 +0000 2017,@AzureSupport I did Restore and chose a point in time. Mu my QuantyxDB database is the same.. https://t.co/bCjAK4q31P,2408363,2408361.0,database_storage,auto_handle,"Storage/database configuration, backup, or tools guidance",random
447759,221093,True,Thu Nov 30 19:43:19 +0000 2017,"@azuresupport #azTechHelp

Hi,  I have a technical question",447758,,other,auto_handle,General technical assistance request,random
