tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2397001,AzureSupport,False,Tue Nov 14 12:16:35 +0000 2017,@689898 We're reviewing your query and will provide a follow up soon. Stay tuned!  ^AL,2397000,2397002
1082137,375264,True,Mon Oct 23 19:52:50 +0000 2017,@AzureSupport https://t.co/2LPB8wxLYr,"1082136,1082138",1082139
26230,AzureSupport,False,Wed Nov 01 09:39:45 +0000 2017,@121741 Apologies for our delay in responding. Please post this query in the comments section located at the bottom of the page. ^AL,26231,26232
609152,264807,True,Wed Nov 22 12:57:49 +0000 2017,@AzureSupport Works when I am tethered and not on hotel WiFi. Argg. It was an SSL issue. I hate it when hotels proxy things,609154,609151
1792864,AzureSupport,False,Thu Oct 12 02:25:06 +0000 2017,"@538507 We’d love to take a look with you. Could you direct message us with more information about your issue?  ^TH
 https://t.co/EYpi1mphGM",,1792865
1874095,AzureSupport,False,Fri Oct 20 09:04:12 +0000 2017,@559495 Hi there. We found some documentation that might help with this: https://t.co/UQQftGY8Oz Please let us know if this helps ^SB,1874096,1874097
2896458,AzureSupport,False,Tue Nov 28 16:15:05 +0000 2017,@764846 Thank you for bringing this to our attention. Please let us know if you need any additional assistance going forward.  ^RS,,2896459
1017901,292545,True,Thu Oct 19 04:01:42 +0000 2017,@AzureSupport tks. Done,1017900,1017902
933600,341460,True,Sat Oct 21 12:30:16 +0000 2017,"@azuresupport #azTechHelp 
need help regarding python API and website interlinking ..! any documents or video available?","933599,933601,933602,933603",
194286,AzureSupport,False,Sat Oct 07 05:35:07 +0000 2017,@161675 Are you still seeing this issue? Please let us know if there is anything we can do to help. ^TH,,194285
61857,130166,True,Wed Nov 01 23:13:42 +0000 2017,@AzureSupport ThanQ...very much...Found that ep was part of a route. Deleting route allowed to delete it. But why this error on selecting ep? https://t.co/wkT6YaGlO5,61858,61856
1198967,AzureSupport,False,Wed Oct 25 03:23:58 +0000 2017,@381779 Can you create a post on https://t.co/BhIYB8fAnp and send us the link? We'd like to connect you with an engineer to discuss. ^MM,1198966,1109247
1447802,455976,True,Thu Nov 02 16:17:14 +0000 2017,"@AzureSupport Why do my LocalNetworkGateway - VirtualNetworkGateway Connections get stuck in ""Updating"" status for hours?",1447801,
322522,192831,True,Sat Oct 07 14:39:57 +0000 2017,@AzureSupport is there a way to do it in the portal and not through the powershell?,322523,322521
2717908,AzureSupport,False,Mon Nov 20 07:51:22 +0000 2017,@219363 Can you create a post on https://t.co/BhIYB8fAnp and send us the link? We'd like to connect you with an engineer to discuss.   ^BG,,439593
2396986,689897,True,Thu Nov 16 15:54:03 +0000 2017,"@AzureSupport Hello,
I need to perform an especific configuration in the Windows VM machine that requires me to select an option during boot time. So,  I want to to know if there is a way that I can have access to machine´s console during boot.

Regards,
Fabio Baptista.","2396988,2396989",2396985
1713414,AzureSupport,False,Tue Nov 07 02:28:48 +0000 2017,"@137802 Here is a request for DM ^SE
 https://t.co/EYpi1mphGM",,1713415
24878,AzureSupport,False,Tue Oct 31 06:51:54 +0000 2017,@121376 can then can raise your link internally so that an engineer responds.  2 ^AL,,24877
607063,AzureSupport,False,Mon Nov 20 12:49:50 +0000 2017,@264264 We’d love to take a look with you. Could you direct message us with more information about your issue?  ^PC,,607062
849577,321873,True,Sat Nov 25 10:22:42 +0000 2017,"@azuresupport #azTechHelp Hello, I have a couple of SQL databases that have been stuck in 'scaling in progress' for over a day now and I need it to either cancel scaling so I can start again or it to complete. Can you help please?",849576,
411805,213235,True,Tue Oct 10 00:02:45 +0000 2017,"@azuresupport #azcommunity
Estoy tratando de agregar un directorio virtual al IIS y es una carpeta compartida de un server de azure","411806,411804",
1499401,AzureSupport,False,Sun Nov 05 08:01:50 +0000 2017,@468125 Just checking back in. Were you able to create the forum? Feel free to reach out to us if you're still needing assistance. ^SB,,1499400
735476,295941,True,Wed Oct 11 11:54:31 +0000 2017,"@azuresupport #azcommunity Is it possible to email the sign-ins activity log (ideally, failed sign-ins) to an admin?","735474,735477",
118310,AzureSupport,False,Wed Nov 22 06:59:30 +0000 2017,"@142261 If you'd like, we can connect you with a support engineer via a managed forum?  ^SE",118308,118311
1230131,AzureSupport,False,Wed Oct 25 20:20:08 +0000 2017,"@353205 But to answer your question, you'd pay while the resource was provisioned. ^TW",1230130,1230132
176165,AzureSupport,False,Fri Nov 24 23:43:52 +0000 2017,@156165 Hi! What can we do for you? ^NA,,176166
2851088,161654,True,Mon Nov 27 19:20:12 +0000 2017,@AzureSupport can you provide me a list of regions I CANNOT use with My Visual Studio Enterprise MSDN Azure Account? I'm getting an error trying to stand up IaaS VM and ASR test in Central US (closest to me) and it says my sub doesn't have rights to do this?,2851086,
938844,AzureSupport,False,Sat Oct 21 18:16:28 +0000 2017,"@342558 Hola! Podemos traducir, but we can only respond in English. Can you direct message us with more information? ^NA",938845,938846
2591855,734055,True,Fri Nov 17 01:51:12 +0000 2017,@AzureSupport do you know why I wouldn't be able to access the key vault thru the web page?,2591854,
2688891,756012,True,Sun Nov 26 23:19:14 +0000 2017,@AzureSupport Great much appreciated,,2688890
1045911,367257,True,Fri Oct 20 11:06:04 +0000 2017,"hi, please can you check if there are issues with our service? 
@azuresupport #azTechHelp","1045910,1045912",
2498634,118056,True,Wed Nov 15 18:51:56 +0000 2017,@712948 Our friends at @AzureSupport should be able to help you figure this out. Thanks!,2498633,2498635
1368712,AzureSupport,False,Fri Oct 27 22:37:37 +0000 2017,@438292 We are currently looking into our links. Could you please send us the link that you are trying? ^RS,1368713,1368714
2469806,143345,True,Wed Nov 15 10:13:15 +0000 2017,@azuresupport #azhelp: I am on free trial. Already used $4.48 of my $200. How can I see what I have used up my credits on?,"2469805,2469807",
703446,AzureSupport,False,Sat Nov 11 03:57:42 +0000 2017,@288056 Just checking back in. Are you still experiencing the issue? Let us know. ^SE,,703444
899309,333526,True,Thu Oct 19 19:05:37 +0000 2017,"@AzureSupport Hi, the rate card returned has no meter with id: 2c57ed84-f939-4f5c-ba90-782349a367b8 https://t.co/L6agfzeN7N",899307,899314
439551,AzureSupport,False,Wed Oct 11 10:00:56 +0000 2017,@216351 Can you give us some more context on which service you're using and what you're trying to do? ^FL,439552,439553
402523,AzureSupport,False,Mon Oct 09 20:14:29 +0000 2017,@211220 That's not good! Could you possibly post here: https://t.co/trKfst5ffc and send us the link so the team can assist? ^PB,402524,402525
2270922,AzureSupport,False,Sat Nov 11 10:52:17 +0000 2017,@660729 Our engineers are continuing to work on the issue. Please refer to https://t.co/Dw19fIGsXf for updates. ^SB,,2270923
1410676,AzureSupport,False,Tue Oct 17 00:29:33 +0000 2017,"@335729 We'd like to know what you are trying to deploy when you run into issues? Also, is your support case through Azure support? ^RC",1410678,1410675
1141700,388742,True,Tue Oct 24 15:36:55 +0000 2017,@azuresupport #azhelp:Does having two slots for an app service cost twice as much? A standard instance costs $74. Does two slots cost $148?,1141698,
2436555,AzureSupport,False,Tue Nov 14 21:15:17 +0000 2017,"@118056 Hi @276564, would you be able to DM us with more information about your issue? https://t.co/ObUanPWteA ^NA",2436556,2436557
684512,AzureSupport,False,Thu Nov 23 12:16:35 +0000 2017,"@283373 Hi Edgar, we wanted to follow up to see if you are still encountering issues? Feel free  1 ^FC",,684511
1227055,AzureSupport,False,Wed Oct 25 19:50:40 +0000 2017,@407856 Thanks! We'll get this to the appropriate team to take a look and respond. ^JN,,1227053
423729,AzureSupport,False,Fri Oct 13 09:46:15 +0000 2017,"@215875 We just wanted to check in, was the documentation helpful? Please let us know. ^DY",,423727
472766,227592,True,Fri Dec 01 09:10:39 +0000 2017,"@AzureSupport Hi azure ! I experienced an issue with a webapp in production this night, has not restarted correctly (restart was automatically). The app was running perfectly fine for the last month. More details there : https://t.co/9UJb1UN51Y",472765,
560800,AzureSupport,False,Sat Dec 02 21:58:34 +0000 2017,"@251209 Based on that article, it looks like there are multiple ways to import WSDL. Are all methods returning an error? ^NA",560799,560801
1699586,AzureSupport,False,Mon Nov 06 20:41:06 +0000 2017,"@515413 Could you please DM us with your SubID, region and affected services? Thank you.  ^PB
 https://t.co/EYpi1mphGM",,1699587
2108051,23873,True,Tue Nov 07 21:16:36 +0000 2017,@AzureSupport Where do I find the error message at?,2108050,2108052
2400973,AzureSupport,False,Tue Nov 14 13:01:04 +0000 2017,@690808 We’re looking into your question and will have an update for you shortly.   ^MB,2400972,2400974
2549765,AzureSupport,False,Mon Oct 30 14:55:55 +0000 2017,"@724444 Good to hear this is resolved. Sorry we could not be of more help, but please let us know if we can assist in the future.  ^PB",,2549763
1628352,AzureSupport,False,Sun Nov 05 15:15:10 +0000 2017,"@498483 We cannot give an exact time, however, lets post this question here: https://t.co/BhIYB8fAnp for an engineer to look. ^RS",,1628353
472807,227599,True,Wed Nov 29 13:11:50 +0000 2017,"@AzureSupport Its a windows VM, I'm doing it through the portal. It doesnt give any error, it adds successfully on the portal but doesnt show in the vm","472806,472808,472809",472810
1189703,AzureSupport,False,Wed Oct 25 06:37:53 +0000 2017,"@399634 Appreciate the feedback, sir. We'll be here if you should have any further concerns.  ^FC",,1189704
2248304,AzureSupport,False,Fri Nov 10 18:06:21 +0000 2017,@127539 It would be advisable to stop the VM as it will then be deallocated and you will won't be billed for the VM during that time ^PB,2248303,2248305
2350154,AzureSupport,False,Mon Nov 13 17:18:50 +0000 2017,@679297 Here is a post that addresses this error: https://t.co/cWh45RzEea Let us know how it goes! ^PB,,2350155
325209,160919,True,Sat Oct 07 15:07:18 +0000 2017,@AzureSupport Could you point me to some Doc for assigning BLOB storage name dynamically? Here is my post.. https://t.co/isz2R5X96q,"325208,325210",
752657,175055,True,Wed Oct 11 14:23:01 +0000 2017,@azuresupport #azcommunity How do I increase the quota for Total Regional Cores? I cannot do that by support ticket.,752655,
194250,AzureSupport,False,Wed Oct 04 16:28:14 +0000 2017,@161668 Hi could you please direct message us with more info about this? https://t.co/SS2AcJOEWS ^JI,,194251
1064418,AzureSupport,False,Mon Oct 23 14:05:51 +0000 2017,@371300 We’re looking into your question and will have an update for you shortly. ^SB,1064417,1064419
703421,AzureSupport,False,Thu Nov 23 17:53:43 +0000 2017,@288051 Please help us improve the Azure experience. It'll take less than a minute: https://t.co/4BbVhmUgT9 ^PB,,703422
45479,126071,True,Wed Nov 01 16:19:39 +0000 2017,"@azuresupport #azhelp:I need help, I made a VM and now the account is shadowed by another ... VM orphaned :(",45477,
832597,318303,True,Fri Oct 13 05:56:14 +0000 2017,"@AzureSupport That make sense?  Add App Service Certificates blade, it says Enter Naked Domain Host but I needed it for my subdomain (sub.mydomain)",832594,832600
397712,210176,True,Mon Oct 09 18:21:58 +0000 2017,"@169894 @AzureSupport the settings I used to (PHP version, .NET version, custom app settings, etc). Pls advise?",397710,
1259540,AzureSupport,False,Sat Oct 28 22:22:33 +0000 2017,@415112 Were you able to create a forum post? ^PB,,1259539
47592,AzureSupport,False,Wed Nov 01 16:59:12 +0000 2017,@126632 Take a look at this resource: https://t.co/xy9q4YsRDw ^JI,,47593
2723855,764042,True,Mon Nov 20 11:24:44 +0000 2017,@AzureSupport https://t.co/ZYFYmWfR9i,2723853,2723856
1288729,AzureSupport,False,Thu Oct 26 22:32:37 +0000 2017,@421412 We can't engage on the ticket directly unfortunately. Apologies. ^TW,,1288727
472789,AzureSupport,False,Mon Nov 27 21:19:57 +0000 2017,@227594 take a look with you. Could you direct message us with more information about your issue? !askForDm!  2 ^PB,,472788
52803,AzureSupport,False,Fri Nov 03 07:06:26 +0000 2017,@127883 Has the documentation helped? Let us know if you need any further help with this. ^BG,,52802
728916,AzureSupport,False,Wed Oct 11 08:58:07 +0000 2017,"@294598 Due to its complexity, we would like to connect you with an engineer to discuss this. Please create a forum  1 ^AL",,728915
2933801,811246,True,Wed Nov 29 09:40:36 +0000 2017,"@azuresupport #azTechHelp
Я создал виртуалку на убунте, как добавить к ней еще одного пользователя с досупом по ссш?",2933800,
472806,AzureSupport,False,Fri Dec 01 08:30:55 +0000 2017,"@227599 We wanted to check back in and see if the documentation provided has helped you? Let us know!
 ^NW",,472807
727261,294215,True,Wed Oct 11 06:39:17 +0000 2017,@AzureSupport Sadly I don't have any further informations about the error and can not find anything here: https://t.co/ZGosWqd9AT,727258,727267
1826085,548120,True,Tue Nov 21 19:38:52 +0000 2017,"@AzureSupport @475347 Also had issues with classical storage in west europe, getting all sorts of 50x issues in the portal and storage explorer didn't wanna list anything. Seems to be resolved now though...","1826084,1826086,1826087",1826088
254472,176484,True,Thu Oct 05 18:29:19 +0000 2017,@AzureSupport I've raised a support call. Is there support from BizSpark? New payment details were put in 8 weeks ago.,254474,254471
988726,354257,True,Wed Oct 11 23:10:41 +0000 2017,@azuresupport #azhelp: New to Azure. 2016 DC VM w/SQL for client with 10 users costing $900+ / month. Need to get this cost down. Help?,988725,
2882144,AzureSupport,False,Tue Nov 28 09:48:45 +0000 2017,@799671 Please post this here https://t.co/BhIYB8fAnp including a screenshot and send us the link? We'll share it with an engineer. ^SN,2882145,2882142
304243,188661,True,Fri Oct 06 22:39:13 +0000 2017,@AzureSupport AUS services down ??? Whats going on ?,"304242,304244,304245",
1109240,AzureSupport,False,Wed Oct 25 02:52:13 +0000 2017,@381778 Are you using the Azure Portal to set this up?  ^DB,1109233,1109241
2104515,AzureSupport,False,Sat Nov 11 05:17:42 +0000 2017,@621262 Just checking back in. Are you still experiencing the issue? Let us know. ^SE,2104526,2104514
2127670,AzureSupport,False,Wed Nov 08 16:50:12 +0000 2017,"@337024 Hello, do you still have access to the Azure portal? ^JI",,2127671
1017628,AzureSupport,False,Sat Oct 14 15:30:35 +0000 2017,@360777 We see that you have responded to the ticket earlier today. Did your attempt not resolve the issue? ^PB,1017627,1017629
486864,AzureSupport,False,Fri Dec 01 15:06:13 +0000 2017,@230845 No problem! Enjoy the weekend ^NW,,486865
728947,294602,True,Wed Oct 11 08:49:32 +0000 2017,"@AzureSupport For the moment, I contacted the Spanish Support phone and they didn't speak Spanish…",,728945
194157,AzureSupport,False,Wed Oct 04 21:30:23 +0000 2017,"@161646 Hi, take a look at the following documentation which may help: https://t.co/0LPQcaNTyb ^JI",194158,194159
703399,288048,True,Thu Nov 09 03:43:12 +0000 2017,@AzureSupport What about data on c drive?,"703398,703400",703401
360162,201303,True,Sun Oct 08 16:37:15 +0000 2017,@162570 Hello @AzureSupport - any ideas on the above that I’ve not had any reply to yet. It’s impeding my project,360161,360163
1671672,AzureSupport,False,Mon Nov 06 13:01:03 +0000 2017,@508028 Apologies for the delay. That is correct. Here is a sample configuration: https://t.co/tnCyVfLtlh ^BG,1671673,1671674
111155,AzureSupport,False,Wed Nov 15 16:12:21 +0000 2017,"@140725 Take a look at this documentation: https://t.co/m5RFW6jVa1 With Policy Based, you might need to delete  1 ^BD",,111153
1379818,AzureSupport,False,Sat Oct 28 04:42:10 +0000 2017,@441215 how can we help? ^DO,,1379819
494017,232785,True,Fri Dec 01 16:53:09 +0000 2017,"@AzureSupport thanks, i use text analytics to analyize sentiment on the comments i get in some fb pages, before i would run a batch call, and it counted as 1 out of my 5000 calls, no matter how may analysis were run, now, if this batch has 1000 comments, i loose 1000 credits,",494016,494018
1532532,AzureSupport,False,Thu Oct 19 06:03:26 +0000 2017,@475348 Are you still seeing this issue? Please let us know if there is anything we can do to help. ^DO,,1532531
677896,281725,True,Thu Oct 05 16:20:18 +0000 2017,@AzureSupport I have an issue “Creating a local PFX copy of App Service Certificate” using Azure Cloud Powershell. I sent a DM to @118056,677895,
2659027,AzureSupport,False,Sat Nov 18 20:09:19 +0000 2017,"@749531 We are not currently seeing anything widespread. Could you DM with more information please? ^PB
 https://t.co/EYpi1mphGM",,2659028
191168,AzureSupport,False,Tue Oct 03 17:02:43 +0000 2017,@160918 Could you please post this here: https://t.co/2IWMPEpgcd and send us the link? We'd like to have an engineers insight.  ^RS,191167,191169
1606658,493540,True,Sun Nov 05 02:07:25 +0000 2017,@azuresupport #azhelp: wondering why a Twitter Logic App connector set to 30 minute interval is firing 1000s of times an hour...running up $,1606657,
1891667,356701,True,Mon Nov 27 12:44:11 +0000 2017,@AzureSupport It’s not a billing question. Just looking for a local partner to help with a future Azure project.,1891669,1891666
2119199,624518,True,Wed Nov 08 13:16:19 +0000 2017,@AzureSupport for this is i needs to purchase support plan?,2119198,2119200
2113271,623134,True,Wed Nov 08 15:26:58 +0000 2017,@227595 @623135 @118056 @AzureSupport 15:25 and no update on this. Very very poor service along with a fix that doesn't work. Sitting here with services not available to users for the best part of a day.,"2113270,2113272",2113273
253293,AzureSupport,False,Thu Oct 05 21:56:59 +0000 2017,@176212 We recommend you continue working with your support engineer to resolve this issue. ^TW,,253292
636469,AzureSupport,False,Sun Nov 26 08:22:59 +0000 2017,@121376 We're sorry to see your has not yet been responded to. We'll raise this internally while requesting an engineer responds. ^AL,636470,636468
1688360,512668,True,Mon Nov 06 19:51:50 +0000 2017,@AzureSupport Having issues accessing https://t.co/oJx46PxF1H and even https://t.co/aZNga1pPUB. Are you guys experiencing service outages?,1688359,
607116,AzureSupport,False,Mon Nov 20 22:16:50 +0000 2017,@264273 Here's an announcement that you can follow: https://t.co/CXwUSJwumi ^JI,,607115
1118672,383931,True,Sun Oct 15 12:13:47 +0000 2017,@AzureSupport and after that it crashes and I get an error in Windows Update. Machine has 2 GB of RAM.,1118671,1118673
1922540,AzureSupport,False,Tue Oct 31 18:37:25 +0000 2017,"@572337 Can you send us your subscription ID in a private message? ^TW
 https://t.co/EYpi1mphGM",,1922541
256386,176988,True,Thu Oct 05 19:03:07 +0000 2017,@azuresupport #azcommunity I'm having issues adding a payment method to my account. The page 404s :/,256384,
544191,AzureSupport,False,Sat Dec 02 16:17:37 +0000 2017,@171988 Hi! Could you DM us with a screenshot of what you see in the Portal? https://t.co/ObUanPWteA ^NA,,544192
1650773,504185,True,Tue Oct 17 14:10:15 +0000 2017,@AzureSupport So I should email __email__ with my case number?,1650775,1650772
2519147,AzureSupport,False,Thu Nov 16 18:26:59 +0000 2017,@717584 We apologize for any inconvenience. But we are happy to hear that the issue  1 ^BD,,2519144
1680697,511036,True,Mon Nov 06 15:56:35 +0000 2017,@azuresupport #azTechHelp,1680696,
376012,AzureSupport,False,Mon Oct 09 02:21:48 +0000 2017,@205187 Hi there how can we help you today? ^TH,,376013
472814,AzureSupport,False,Wed Nov 29 13:15:31 +0000 2017,@227600 We're reviewing your query and will provide a follow up soon. Stay tuned!  ^DY,2941355,472813
303933,188563,True,Sat Oct 07 13:27:42 +0000 2017,@AzureSupport still no resolution. it is more than 30 hours. server is still down.,"303934,303935",303932
317692,AzureSupport,False,Sat Oct 07 09:28:38 +0000 2017,"@191820 Great. Can you send us the link, so we can escalate this to the relevant department? ^BG",317693,317691
2108000,622004,True,Wed Nov 08 06:46:41 +0000 2017,"@azuresupport #azTechHelp 
the virtual server doesn't start. ""Error: 'f5982246-6f9a-4378-9ff9-a296ff7ef823"" I wait for 2 days to activate.",2107999,
1648259,AzureSupport,False,Tue Nov 07 07:26:57 +0000 2017,@503539 Just checking back in. Were you able to create the forum? Feel free to reach out to us if you still need assistance. ^SB,,1648258
1109241,381778,True,Wed Oct 25 02:45:14 +0000 2017,"@AzureSupport But I couldn't check App logs in ""Continuous Export"".
App logs is output by the framework. 
How do I check App logs in  ""Continuous Export""?",1109240,1109242
893874,AzureSupport,False,Fri Oct 13 18:13:30 +0000 2017,@332238 Could you possibly post here: Can you create a forum post with the tag “Microsoft-Cognitive” and send  1 ^PB,,893870
2387875,AzureSupport,False,Tue Nov 14 07:14:22 +0000 2017,@674313 Can you DM us with more information about your specific needs? We can address further at that point. Thanks! ^SE,,2387876
2263481,219361,True,Sat Nov 11 04:06:12 +0000 2017,"@azuresupport #azTechHelp Active Directory B2C login suddenly is not working win 10 pc, my android phone works (Edge and Chrome on pc Fail)",2263480,
809967,AzureSupport,False,Thu Oct 12 18:38:41 +0000 2017,@312985 We recommend filing a free billing support case here: https://t.co/heO4tfFVts. Feel free to keep us updated.  ^TW,,809968
141683,AzureSupport,False,Fri Nov 24 11:43:38 +0000 2017,"@147960 Just following up. Were you able to create the forum? If so, please send the link our way. ^MB",,141684
1236116,AzureSupport,False,Wed Oct 25 18:45:54 +0000 2017,"@407857 Got it, let us know if you run into further issues. ^JI",,1236114
2173221,637282,True,Thu Nov 09 14:10:27 +0000 2017,Pessoal estou dificuldade de direcionar um A record em um App em um plano de aplicativo no Azure!!! @azuresupport #azTechHelp,2173220,
2578157,AzureSupport,False,Thu Nov 16 20:59:11 +0000 2017,"@730955 Hi, could you please provide us with more information about your issue? ^JI",2578158,2578159
2270651,AzureSupport,False,Sun Nov 26 15:18:27 +0000 2017,@660681 You can select other general questions. ^PC,2270650,2270652
387091,207633,True,Mon Oct 09 13:22:46 +0000 2017,@AzureSupport Thanks this is the site I'm referring to: https://t.co/6bEMZ2r79j 0auth2 and email registration OK on google and Facebook but not Microsoft,"387093,387094",387090
2522097,718316,True,Fri Nov 17 01:47:12 +0000 2017,"@AzureSupport The restrictions of the msdn azure subscription as indicated in the links don't indicate any limitations with respect to region. If the second error has to do w/ capacity, what VM tier would be appropriate, and how would I specify it in the csdef file?",2522098,2522096
1688345,165605,True,Mon Nov 06 19:50:03 +0000 2017,@512662 @AzureSupport https://t.co/qP2UaNBph7 this is like Aeroflot - not a single reported problem ever.,1688344,1688346
2497412,712659,True,Mon Oct 30 02:52:11 +0000 2017,"@AzureSupport thanks, I trying, but I do not know if I have a bizspark suscripcion will be a problem?",,2497410
707295,224565,True,Tue Oct 10 22:38:12 +0000 2017,"@AzureSupport Woohoo!  Credit card accepted, thanks for helping me pay you!! ;)",707298,707294
2659029,AzureSupport,False,Sat Nov 18 19:32:40 +0000 2017,@749530 Hello. We have found some documentation to get you started: https://t.co/Oy7fcxmqoq ^RS,,2659030
2168248,AzureSupport,False,Thu Nov 09 10:27:27 +0000 2017,@396084 on the link to the forum once completed. We can then raise internally for an engineer to review.  2 ^SB,"2168247,2168249",2168250
1328333,429898,True,Fri Oct 27 12:11:01 +0000 2017,@AzureSupport Thank You!,1328332,1328334
262858,AzureSupport,False,Thu Oct 05 22:24:42 +0000 2017,@178631 Hi there! We're looking into this and will keep you updated on our findings. ^MH,262859,262860
2212449,646614,True,Sun Nov 26 13:46:45 +0000 2017,"Has anyone else facing issues provisioning App Services in #Azure ? For the past few hours can't provision App Service, Resource Group is created but cannot be deleted either (stacks at status deleting) @AzureSupport",2212447,
1498289,467877,True,Fri Nov 03 12:53:50 +0000 2017,"@AzureSupport Sure, I try navigating to my SQL server in Azure (https://t.co/wQdGHJMvRy) to set up firewall to accept my IP. But it simply won't opend","1498288,1498290",1498291
194186,161653,True,Wed Oct 04 19:40:01 +0000 2017,"@AzureSupport this tutorial does not work with latest VS tooling.
It says that r# only can be used in script file
https://t.co/sgLKBnuliP",194185,
423725,215874,True,Tue Oct 10 10:31:32 +0000 2017,"@azuresupport #azTechHelp
Please help me know the possibility to use Azure AD (SAML authenticatio)n for custom web application to partners",423724,
1059341,370114,True,Mon Oct 23 12:05:44 +0000 2017,@AzureSupport We have have issues with importing trained neural networks models from other sources than Azure.The platform doesn't accept it,1059340,
250461,175527,True,Thu Oct 05 17:21:04 +0000 2017,@AzureSupport Start ./startup.bat,250462,250460
1499400,468125,True,Fri Nov 03 14:32:07 +0000 2017,"@azuresupport #azTechHelp
Bonjour, nous avons un soucis avec un Hybrid connection
Comment je peux vous envoyer le log d'erreur?
Cordialement","1499399,1499401",
66574,131222,True,Thu Nov 23 05:05:20 +0000 2017,"@AzureSupport Dear all, can you please look at the support request __credit_card__. I am waiting for a reply since last 5 days.",66573,
490360,147518,True,Fri Dec 01 16:01:49 +0000 2017,@AzureSupport Hi - What is the arrangement for backup/restore with Azure Active Directory Domain Services? Can't see anything obvious in the docs about it. Thx!,490359,
1826025,230383,True,Sun Nov 26 17:33:34 +0000 2017,"@AzureSupport I logged some stuff, but priority was to get what I set out to do first. Then, holiday hit and postponed. Ill keep you in the loop of any findings when I get back this week, though.",1826027,1826024
1684262,459806,True,Wed Nov 08 05:41:05 +0000 2017,@AzureSupport Still waiting...,1684264,1684261
2180254,AzureSupport,False,Thu Nov 09 16:43:25 +0000 2017,@224565 We refer to the Azure dashboard as the portal. There is also a billing a usage portal now as well that is a dashboard for that functionality.  ^PB,2180253,2180255
141687,147961,True,Wed Nov 22 15:42:30 +0000 2017,"@AzureSupport if I install outlook from apple store, configure my O365 account (conditional access). this mobile appear in intune console or not?","141686,141688",141689
421862,215496,True,Tue Oct 10 08:56:16 +0000 2017,@azuresupport #azTechHelp do you know any reason why the auto-generated https://t.co/YVqz0IXwqZ domain isn't reachable?,421860,
736069,296067,True,Fri Oct 06 20:15:29 +0000 2017,Getting drop outs on multiple App services with #Azure #UKSouth this evening. Anyone else? @AzureSupport,736068,
1459539,317640,True,Thu Nov 02 20:47:27 +0000 2017,"@126070 hi there! In 1709, all our AAD machines have Hello enabled, even if we have it disabled in Azure.1703 works fine. Known issue? Ty!",1459538,
2462856,AzureSupport,False,Wed Nov 15 08:39:56 +0000 2017,"@705015 Good day! For billing issues, please reach out to our Billing Team by creating a new case here: https://t.co/heO4tfFVts ^SN",,2462857
1024505,360117,True,Mon Oct 23 11:48:41 +0000 2017,@AzureSupport Resolution when unable to login to a classic virtual machine?,"1024504,1024506",
