customer_tweet_id,customer_text,company_tweet_id,company_text,is_resolved
26232,'Append Blob operations are not supported by the emulator'. Why is that @AzureSupport ? https://t.co/YrLHxQeaJD,26230,@121741 Apologies for our delay in responding. Please post this query in the comments section located at the bottom of the page. ^AL,True
26231,. @AzureSupport I found a comment related to append blobs 'no timeline for this'. No timeline for making your simulator simulate storage?,26233,@121741 There's no timeline however please feel free to elaborate on your feedback by posting in this forum: https://t.co/UUJKeW13Ur  2 ^AL,True
26235,@azuresupport #azhelp:,26234,@121379 Hello! Is there anything we can assist you with today? ^PC,True
27775,"@azuresupport #azhelp: OurBrandVoice 
ID: 44f0cc7c-0525-4b73-88ad-d4397c00cb43 
Please resubmit your call on our credit card!",27773,@122067 We’d love to take a look with you. Could you direct message us with more information about your issue?  ^AL,True
27774,"@AzureSupport Hi, had an email saying subscription overdue and to contact you. Bank stopped credit card on a security alert,  it's now all clear to go.",27776,@122067 We recommend filing a free billing support case here: https://t.co/heO4tfFVts. Feel free to keep us updated.  ^AL,True
27777,@AzureSupport Done that. Thanks!,27778,@122067 No problem! ^AL,True
28818,@AzureSupport Yes - Azure Sql Data Warehouse,28820,@122346 Can you create a forum post here: https://t.co/2O8NFaZAws Then send us the link so we can connect you with an engineer. ^PC,True
28821,@AzureSupport https://t.co/wTueZ9D2hk Thanks,28822,@122346 No problem! Happy to help. ^JI,True
28823,"@azuresupport #azTechHelp I have geo-backup policy enabled in AzureDW, but most recent snapshot is 3 days old (should be max 1). Why?",28819,@122346 We're reviewing your query and will provide a follow up soon. Stay tuned!  ^AL,True
26228,@azuresupport #azTechHelp Trying the new File Recovery for Azure Backup - but Permission Denied after mounting the drive! Any ideas Azure?,26229,@121740 Can you please clarify if this is in relation to SQL Data Warehouse?  ^AL,True
29876,@AzureSupport This is for a VM Backup,29877,@121740 We found some documentation that might help with this: https://t.co/lxIuGjzAR1 Let us know. ^SB,True
29878,@AzureSupport  https://t.co/6wn0JncGSi,29880,@121740 Sorry for the confusion. Please see the link provided: https://t.co/Ewr3DgWvSi   ^SB,True
29878,@AzureSupport  https://t.co/6wn0JncGSi,29881,"@121740 Just checking in to see if you created a forum post. If so, send us on the link and we can escalate this internally. ^BG",True
31716,@AzureSupport Thank you. Helpful. Would you expect to see node_modules folder in wwwroot? https://t.co/XcIc77XjGx,31714,@122997 Can you review the details on https://t.co/74adKzzZGp and let us know if this helps?  ^FC,True
31715,"@AzureSupport Thank you. Helpful again. Finally how do you start Node server on App Service? 
Is process.json file required or will it pick up npm start?",31717,@122997 We found some documentation that may help with that: https://t.co/kICg5CZa5t ^TW,True
31715,"@AzureSupport Thank you. Helpful again. Finally how do you start Node server on App Service? 
Is process.json file required or will it pick up npm start?",31718,"@122997 Just checking in to see if the documentation was of any help. If you need any further assistance, please let us know. ^BG",True
31720,How do you specify Node runtime in App Service? @azuresupport #azTechHelp,31719,@122997 We found some documentation that might help with this: https://t.co/aQVpmxceAV Please let us know if this has been useful.  ^SB,True
31723,@AzureSupport Hi this isn't what I asked :( how many VMs can be deployed using a single S2S VPN... 20..30..? Or is there no limit,31722,@122998 you have. We'll raise your post internally so that an engineer responds.  2 ^AL,True
31728,"@AzureSupport Hello, how many VMs can run on a single Site to Site VPN? Like how much bandwidth does a single VM take? Thank you",31727,@122998 We are investigating this and will have a response for you shortly.  ^AL,True
31732,"@AzureSupport hey, what's the maximum amount of VMs a S2S vpn can support for Azure Site Recovery, not failing over just seeding/protection",31730,@122998 We are looking into this now and will advise shortly. ^FC,True
31723,@AzureSupport Hi this isn't what I asked :( how many VMs can be deployed using a single S2S VPN... 20..30..? Or is there no limit,31724,@122998 We recommend creating a post on https://t.co/MMJ513u2tv and sending us your link when  1 ^AL,True
31734,#AskAzure how can I migrate existing windows application services into azure?,31733,@122999 We happen to have some documentation that may help: https://t.co/194tpBsQUY ^AL,True
31723,@AzureSupport Hi this isn't what I asked :( how many VMs can be deployed using a single S2S VPN... 20..30..? Or is there no limit,31725,"@122998 Just checking in to see if you created a forum post. If so, send us on the link and we can escalate this internally. ^BG",True
31738,"@azuresupport #azhelp: Hi, my databe mysql doesn't run events/jobs. Any problem? or some config lack",31737,@123000 We’re looking into your question and will have an update for you shortly.   ^PC,True
33094,A virtual toast to @123322 on our launch of @2077 V2 with the geekiest beer I could find 🍺 https://t.co/Vb5S06IKr5,33093,"@123321 @123322 @2077 Read Scott's blog post this morning, excellent work! Wishing the team the best of luck with v2!",True
33097,"@azuresupport #azTechHelp Subscription - Cost Analysis missing resources with no resource group, like Search. Suspect RG client-side filter",33095,@123323 We’d love to take a look with you. Could you direct message us with more information about your issue?  ^AL,True
33096,@AzureSupport Done: https://t.co/undmq5SNx6,33098,@123323 file a free billing support request here: https://t.co/heO4tfFVts Our apologies for the inconvenience.  2 ^TW,True
33096,@AzureSupport Done: https://t.co/undmq5SNx6,33099,@123323 Thank you. Our Forums engineers have taken a look and we request that you  1 ^TW,True
35071,@azuresupport #azTechHelp Hi ! Does the Cognitive Services (Speech API) Free Tier resets monthly ? still getting error 429 after month end,35070,@123628 Sorry to hear you are having trouble. Please use https://t.co/heO4tfFVts for subscription/billing issues.  ^SB,True
45470,"@AzureSupport Yes, can just add 365 as home/office account to attach it to Intune.",45468,@126069 What type of Azure VM is it? ^JI,True
45469,@AzureSupport W10 1709. Brand new.,45471,@126069 Here's some documentation that may help: https://t.co/W1sd8AgLv6 ^JI,True
45472,@AzureSupport Super!! Many thanks. I'm so exited to get my POC up and running to show the managers. #TDswe was a great inspiration!,45473,@126069 Great! Feel free to let us know of any additional Azure issues. ^JI,True
45476,"@2594 any trick to factory reset WM placed on Azure with Intune? One thing maybe wrong, can't RDP to machine with 365 login.",45475,"@126069 Hi, are you having issues RDPing into your Azure VM? ^JI",True
45479,"@azuresupport #azhelp:I need help, I made a VM and now the account is shadowed by another ... VM orphaned :(",45477,"@126071 Hi, could you please provide us with more info about your issue? ^JI",True
45478,@AzureSupport It was an account issue.  All solves. Ths :),45480,@126071 That's great to hear! Feel free to reach out if you need assistance with Azure in the future. ^FL,True
47593,@AzureSupport Any docs on how to create the package locally using VS 2017 enterprise?,47592,@126632 Take a look at this resource: https://t.co/xy9q4YsRDw ^JI,True
47595,@AzureSupport Error line: D:\a\_tasks\ServiceFabricComposeDeploy_19c02b15-d377-40e0-9efa-3168506e0933\0.1.7\ServiceFabricComposeDeploy.ps1: line 123,47594,@126632 Here's some documentation that may help: https://t.co/mVBLU5CUi4 ^JI,True
47598,@AzureSupport Deploying docker-compose via VSTS using Hosted VS2017 agent has a PowerShell error in it.  Any work arounds?,47596,"@126632 Hi, what is the error you are receiving? ^JI",True
47601,"@AzureSupport Hi! What could be if I've linux, local app binds ot 0.0.0.0:8080, NSG set to allow * from *. And I can't access it foutside.",47599,"@126633 Hi, could you please tell us more about the type of Azure resource this is for? ^JI",True
47600,"@AzureSupport RHEL 7.2, to test I’ve written basic nodejs server ‘hello world’ Once it works we’ll install SAP HANA there",47602,"@126633 So to confirm, you've followed these steps: https://t.co/pjqcHhZSKg ^JI",True
47603,@AzureSupport Sure. It’s open to all incoming connections,47604,@126633 How are you attempting to test the connectivity? ^JI,True
47605,@AzureSupport either chrome http://&lt;host&gt;:8080 or nmap -Pn &lt;host&gt; or curl,47606,@126633 Could you please create a forum here about this: https://t.co/BhIYB8fAnp and share the link with us? ^JI,True
47607,@AzureSupport https://t.co/LAhHwrYb7Z,47608,@126633 Thank you! We have escalated this to the appropriate team. ^BD,True
47611,@AzureSupport We are getting 503 for every other request. Portal doesn't show any errors on app service. It is direct call to https://t.co/T1j1Zummzw url,47610,@126634 Could you please direct message us a screenshot of what you are seeing? https://t.co/SS2AcJOEWS ^JI,True
47613,"@AzureSupport hi, is there any ongoing issues on EastUs app services?",47612,"@126634 Hi, could you please provide us with more info about the issue you are experiencing? ^JI",True
47617,"Custom events showing at Live Metrics Stream not showing at Metrics Explorer or Events tabs. plz hlp?
@azuresupport #azhelp:",47614,"@126635 Hello! Is this a new behavior affecting a previous deployment, or is this a new deployment? ^TW",True
47616,"@AzureSupport I tried to redeploy the web app, reconnect the same App insight resoarce and connect to new app insight resource, but neither helped.",47618,"@126635 Could you send us a Direct Message, so that we can look in to this further. ^BG
 https://t.co/EYpi1mphGM",True
47620,@AzureSupport SQL Server hosted in UK West,47619,@126636 Could you please direct message us with more info? https://t.co/SS2AcJOEWS ^JI,True
47622,@azuresupport Our master database is currently not available. We have waited all afternoon and its still not back online - any ideas?,47621,"@126636 Hi, what type of database is it? ^JI",True
49786,@127143 @AzureSupport Any VM deployment &gt;20 mins has failed on me. Period. Upto 15 mins there is still a fair chance it succeeds.,49785,@127142 Are you getting any error messages when this happens? ^TW,True
51319,@AzureSupport I had a deployment on US East but it must be redeployed to another region. Can data disks be moved to US East2 or US Midwest?,51318,"@127539 Hi, you can migrate your VMs between regions: https://t.co/M53CbCrUNG ^JI",True
51322,@AzureSupport Automated scale down of instance counts,51320,@127540 There are ways to observe certain scaling events: https://t.co/k0wlPlYhZq ^JI,True
51321,@AzureSupport My Q was more than when we reduce instance count we have end users complain about bad servers / request errors and I think it’s related,51323,@127540 There are certain error codes the end user may see: https://t.co/tk9TAuMk4m ^JI,True
51325,Q: are Azure scale events meant to be transparent to the end user?,51324,"@127540 Hi, could you clarify more about the type of scaling you are referring to? ^JI",True
51328,@azuresupport #azTechHelp Having problems connecting to a subset of my Azure Service Bus instances in South Central US. Any issues?,51326,@127541 We're looking into this. Please standby. ^TW,True
52793,@azuresupport #azhelp: Why are screenshots on https://t.co/TlAHBXTiaK diff from Remote Monitoring deployed from https://t.co/8sFGpZAJ4c?,52790,"@127882 Hi, could you please tell us more about what you mean by the differences? ^JI",True
52792,@AzureSupport Top is dashboard screenshot from page I referenced earlier. Bottom is my dashboard screenshot after deploying preconfigured solution. https://t.co/AV1Gwnd3d9,52794,@127882 Are you accessing your dashboard the same way the documentation is detailing? ^JI,True
52795,"@AzureSupport Yeah. I tried to follow the instructions exactly from https://t.co/GVrzf6ST6I, which is what it said to do before the tutorial I sent you.",52796,@127882 Could you please detail this here: https://t.co/c2qcBV8VOI and share the link with us? ^JI,True
52798,@AzureSupport Yeah. Here's the link to my post: https://t.co/dNMKEHL4vD,52799,"@127882 Great, thank you we'll pass this along to the appropriate team. ^JI",True
52802,"@AzureSupport
But we are stalled with a limitation on the maximum number of cores assigned to our Azure account subscription. 

We need more cores to continue our setup of virtual machines.",52801,"@127883 Hi, feel free to take a look a the following documentation: https://t.co/Tg9q6T30U6 ^JI",True
54242,"so now I'm pondering, has @118056 puttered out on me? Have I lost resources somehow? So hard to tell when things are just *churning*. :-/",54240,@128270 Are you currently experiencing issues? ^JI,True
54241,@AzureSupport It... works...  but the normal 7-10 minutes build was 2.5x longer today. Yesterday it timed out and died once. :-/  Region resource issues?,54243,@128270 Could you please direct message us the region you were having issues in? ^JI,True
54246,@AzureSupport the vm has managed disk. anyother ways to copy at least the disks to another region?,54245,@127539 Here's some documentation that may help: https://t.co/pvqCm4wX7I ^JI,True
55848,So I have my first @AzureSupport ticket. Good opportunity to use it as canary before we go all in.,55846,"@120594 To confirm, you have a support ticket? Anything we can do to assist with this support request? Could you DM the case number? ^BD",True
55847,"@AzureSupport The ticket is confirmed, but telling you ticket number would defeat the canary purposes",55849,@120594 Do you need any assistance with the support case? ^BD,True
55847,"@AzureSupport The ticket is confirmed, but telling you ticket number would defeat the canary purposes",55850,@120594 Just checking in to see how you are getting on with your support case? ^BG,True
55853,@AzureSupport Thanks. Removing the resourcegroup resolved the problem.,55852,@128664 Excellent! Glad we could help! ^TW,True
55855,@azuresupport #azTechHelp When I try to delete my AKS resource I get an error. It says: failed to delete resourcegroup. What can I do?,55854,@128664 This can sometimes happen when your resource group is still attached to resources which cannot be deleted. ^TW,True
55857,@AzureSupport Portal is now back online.,55856,"@128665 Got it, thank you for the update. We recommend following up on your support case as well. ^JI",True
55859,"@AzureSupport Yes, multiple browsers, Edge, Chrome, even InPrivate session. Starts probably in morning. Different customers.",55858,"@128665 Can you send us your subscription ID in a private message? ^TW
 https://t.co/EYpi1mphGM",True
55861,"@AzureSupport Hi, it seems that CDN is here in Czech Republic servicing only a blank page. Exactly first 43 lines of code for the page. https://t.co/GeEzhyKGiM",55860,@128665 When did this start happening? And are you seeing this in multiple browsers? ^NA,True
55863,"Hi, at @120366 and @118056, does https://t.co/uEjqTmb4F5 working for you? Cc: @103554",55862,@128665 Hello! That link seems to be working fine for us. What is the issue you are seeing exactly? ^NA,True
55866,"@azuresupport #azTechHelp Good day, who knows how can I restore my VM after blue screen? Restart, Shutdown, redeploy did not work.",55864,@128666 Do you have any messaging within your Resource Health blade? ^JI,True
55865,"@AzureSupport Only blue screen and message that OS will be restart in 40, 80 % etc. and repeat, repeat. :(",55867,"@128666 Can you send us a private message. We need more than 150 characters to respond. ^TW
 https://t.co/EYpi1mphGM",True
58534,"@AzureSupport Yes, exactly what I'm looking for, but I only see NV (M60) and old NC (K80) instances available to provision. Are these limited to a region?",58532,@129306 https://t.co/4NskD5XAME List of services by region. The N series is limited to specific regions. ^BD,True
58533,"@AzureSupport Thanks! I see them in West2, but they show as Not Available. How can I get access?",58535,@129306 What type of subscription do you have? ^BD,True
58536,@AzureSupport BizSpark Plus sponsorship,58537,"@129306 Could you DM us you subscription ID so we can investigate this further? ^BD
 https://t.co/EYpi1mphGM",True
58539,@azuresupport #azhelp #AzureGPU: What is the status of opening Nvidia Pascal instances? Are they available in any location?,58538,@129306 There are Nvidia GPUs based off of the Pascal architecture: https://t.co/2NZcLW6Kow Is this what you're looking for? ^BD,True
60086,"@AzureSupport Error ""AADSTS65005... app asked for scope '.default' that doesn't exist"" Using client_credentials flow. Worked for months, wtf",60084,@129738 Hello! Could you provide a screenshot of the error message you're receiving? ^BD,True
60085,@AzureSupport Error occurring when trying to access API resources registered with AAD V2 endpoint. Affected all our enterprise apps suddenly in past hrs https://t.co/NdjMMvPXe5,60087,"@129738 To confirm, you are following these instructions to access API resources: https://t.co/uH17cdMXL6 ^BD",True
60088,@AzureSupport Yes we have had many client apps accessing protected resources using this 0auth2.0 flow for months now. only today that we have had issues.,60089,@129738 We would like to get you in touch with an engineer. Could create a thread: https://t.co/qNh43KCQcX and share the link? ^BD,True
60090,@AzureSupport I created the following thread: https://t.co/Lc5GvmYED2 looking forward to hearing back as soon as possible.,60091,@129738 Got it. Thank you!  We have escalated this internally. An engineer will be reaching out via the forum.  ^RS,True
60092,@AzureSupport Thank you!,60093,@129738 No problem. Please let us know if you need any additional assistance going forward.  ^RS,True
60094,"@AzureSupport I haven't received any feedback on the forum, has this been handed off to someone that can help.",60095,@129738 We have checked and your forum has been escalated internally. You should see a response from a support engineer shortly.  ^DO,True
60096,"@AzureSupport Reply on the forum doesn't relate to my specific problem. put in a support ticket with no feedback. Urgent, need to speak to engineer",60097,"@129738 Could you please direct message us with your support case number? ^JN
 https://t.co/EYpi1mphGM",True
60100,@AzureSupport I am unable to continuously deploy to service fabric cluster using VSTS docker-compose.  Looks like bad PS command.,60098,@126632 Hello! Could you provide any error messages that you are receiving within PowerShell or elsewhere? ^BD,True
60099,"@AzureSupport ""Get-ServiceFabricComposeApplicationStatus is not recognized"".  This is VSTS docker-compose release task.  Not custom PS code. Timing on fix",60101,@126632 Looks like the task might have changed: https://t.co/I2aUzmEcvR Is this what you're looking for? ^BD,True
60102,@AzureSupport Yes.  That is what I'm looking for.  When will this get fixed?  Is there an ETA?,60103,@126632 Can you create a post on https://t.co/iwOPE1oRCp and send us the link? We'd like to connect you with an engineer to discuss. ^MM,True
60102,@AzureSupport Yes.  That is what I'm looking for.  When will this get fixed?  Is there an ETA?,60104,"@126632 Were you able to post to the forum? If so, please send us a link to the post so we can alert the engineers.  ^PB",True
60106,@AzureSupport Yes. Downloaded many files with NPM while dabbling with Azure Functions in Kudu,60105,"@129739 Could you DM us your subscription ID so we can investigate this further? ^BD
 https://t.co/EYpi1mphGM",True
60108,@AzureSupport @118056 Not sure what action incurred the $0.27 price,60107,@129739 Hello! Have you made any Storage transactions?  ^BD,True
61853,@azuresupport #azTechHelp Delete custom end pt not finding the listed resource &amp; only one end pt is allowed for BizSpark acc. How 2 del it?,61851,@130166 Hello! Is this endpoint from a Virtual Machine? ^BD,True
61852,@AzureSupport No. It is of iot hub.,61854,@130166 Apologies for the late response. Are you not able to find the IoT Hub created? ^BD,True
61855,@AzureSupport I can get to iot hub. Selecting CEP &amp; hitting Delete -&gt; res not found err msg displayed and the CEP is still listed.,61856,"@130166 Could you please Direct Message us a screenshot of the error message that is being received?  ^RS
 https://t.co/EYpi1mphGM",True
61857,@AzureSupport ThanQ...very much...Found that ep was part of a route. Deleting route allowed to delete it. But why this error on selecting ep? https://t.co/wkT6YaGlO5,61858,@130166 Could you post this on https://t.co/c2qcBV8VOI. We'd like to connect you with a support engineer to discuss. ^DO,True
61859,@AzureSupport Here is the link: https://t.co/6J8SqpKf8Z,61860,@130166 We have escalated this internally and asked that the relevant team respond to your forum discussions. ^DO,True
61862,.@AzureSupport I need urgent help with my Service Bus - is there anyone who can have a look for me??,61861,"@130167 Hello! Could you DM us more info on your issue so we can investigate further? ^BD
 https://t.co/EYpi1mphGM",True
66484,"@azuresupport #azTechHelp
Hello, I have Azure sql server database, with one recommandation in error status. I can't delete it, it is unusable. The origin of the bug is : I accepted the recommandation in azure, the index was created, then I removed it manually. Can you help?",66483,"@131206 Just following up. Were you able to create the forum? If so, please send the link our way. ^NW",True
66488,@azuresupport #azTechHelp is there a defined whitepaper or documentation about how to change region for a VM and for a website (app service + storage account classic) ?,66486,@131207 We wanted to check back in and see if the documentation provided has helped you? Let us know! ^NW,True
66491,"@AzureSupport Thanks, we got this resolved through Partner support. The issue was with our use of @3809 which didn't resolve our Traffic Manager URL for this geographic location.",66490,@131208 Glad to hear :) Thanks for letting us know. ^BG,True
66493,@AzureSupport Sure! https://t.co/ivKYJlFW56,66492,"@131208 Just checking in to see if you created a forum post. If so, send us on the link and we can escalate this internally. ^BG",True
66496,"@AzureSupport hi, I'm having trouble with #AzureTrafficManager we just get an NXDOMAIN error when we use our URL https://t.co/7FR8Tv4gF0. All endpoints are active.",66495,@131208 Hi there. Would it be possible to send a screenshot of the error message?  ^SB,True
66498,@azuresupport #azTechHelp Newbie here. How do I create a VM in Azure from an ISO image? I.e. the way you boot a new VM in Hyper-V,66497,@131209 We wanted to check back in and see if the forum provided has helped you? Let us know! ^NW,True
66501,"@AzureSupport Good to hear :)  For your next trick, ODBC uploads to SQL Server? My God it's slow.",66500,@131210 Sorry to hear that. Can you provide us with some more information about that? ^BG,True
66504,@131211 @131212 @AzureSupport @10601 I run a few Shiny apps like this on Digital Ocean. Basically a web server so needs to stay up but it's only $5 a month https://t.co/taomTllfxX,66503,@131210 link has now been fixed. Let us know if there is anything else we can help with!  2 ^NW,True
66520,@azuresupport #azTechHelp is coco artefact available on devTest lab?,66519,"@131213 Just following up. Were you able to create the forum? If so, please send the link our way. ^NW",True
66523,@AzureSupport Do you know why https://t.co/f3tyvkbMMA does support IPv6 and https://t.co/hJqZuGmtQ7 doesn't? Cheers!,66522,@131214 https://t.co/MMJ513LDl3 and confirm the url details once created and we will flag this with our team.  2 ^FC,True
66523,@AzureSupport Do you know why https://t.co/f3tyvkbMMA does support IPv6 and https://t.co/hJqZuGmtQ7 doesn't? Cheers!,66524,@131214 Our team would need to review this in more detail. Can you create a forum through  1 ^FC,True
66501,"@AzureSupport Good to hear :)  For your next trick, ODBC uploads to SQL Server? My God it's slow.",66502,"@131210 If we can help at all with your latest issue, let us know. ^BG",True
66504,@131211 @131212 @AzureSupport @10601 I run a few Shiny apps like this on Digital Ocean. Basically a web server so needs to stay up but it's only $5 a month https://t.co/taomTllfxX,66505,@131210 Hi. We wanted to follow up with you to confirm that the issue you had with the survey  1 ^NW,True
66527,@azuresupport #azTechHelp - I'm not able to spin new VM's into azure infrastructure. Please advice,66526,"@131215 Hi, we wanted to make sure you received our last tweet. Let us know if you are still having issues with your VM. ^NW",True
66531,@AzureSupport Thanks but this is out of date. This is not available with the new version of mobile App.,66529,"@131216 Just following up. Were you able to create the forum? If so, please send the link our way. ^NW",True
